listener,sentence,snr,talker,filename
16,67-05,+2.0,NWF009,NWF009_67-05_+2.0.wav
16,36-01,-2.0,NWM078,NWM078_36-01_-2.0.wav
16,45-05,+2.0,NWF144,NWF144_45-05_+2.0.wav
16,70-09,-1.0,NWF137,NWF137_70-09_-1.0.wav
16,24-07,+1.0,NWM081,NWM081_24-07_+1.0.wav
16,45-01,+0.0,NWF142,NWF142_45-01_+0.0.wav
16,41-09,-3.0,NWF137,NWF137_41-09_-3.0.wav
16,23-01,+2.0,NWM077,NWM077_23-01_+2.0.wav
16,06-04,-1.0,NWM002,NWM002_06-04_-1.0.wav
16,02-01,+0.0,NWM082,NWM082_02-01_+0.0.wav
16,58-03,+2.0,NWF143,NWF143_58-03_+2.0.wav
16,57-02,-1.0,NWF139,NWF139_57-02_-1.0.wav
16,17-05,+2.0,NWF004,NWF004_17-05_+2.0.wav
16,70-06,-2.0,NWF136,NWF136_70-06_-2.0.wav
16,72-06,-2.0,NWF144,NWF144_72-06_-2.0.wav
16,04-04,-2.0,NWM086,NWM086_04-04_-2.0.wav
16,53-03,+1.0,NWF009,NWF009_53-03_+1.0.wav
16,08-04,+0.0,NWF137,NWF137_08-04_+0.0.wav
16,41-02,+1.0,NWF135,NWF135_41-02_+1.0.wav
16,60-07,+1.0,NWM078,NWM078_60-07_+1.0.wav
16,13-07,-1.0,NWM080,NWM080_13-07_-1.0.wav
16,71-05,+0.0,NWF139,NWF139_71-05_+0.0.wav
16,12-03,+1.0,NWM077,NWM077_12-03_+1.0.wav
16,27-07,+2.0,NWF003,NWF003_27-07_+2.0.wav
16,06-10,+2.0,NWM007,NWM007_06-10_+2.0.wav
16,42-09,-2.0,NWF139,NWF139_42-09_-2.0.wav
16,39-04,+1.0,NWM001,NWM001_39-04_+1.0.wav
16,46-05,+0.0,NWM078,NWM078_46-05_+0.0.wav
16,12-10,+2.0,NWM078,NWM078_12-10_+2.0.wav
16,34-02,-1.0,NWF142,NWF142_34-02_-1.0.wav
16,41-08,+2.0,NWF136,NWF136_41-08_+2.0.wav
16,18-01,-2.0,NWF009,NWF009_18-01_-2.0.wav
16,70-02,+2.0,NWF133,NWF133_70-02_+2.0.wav
16,05-05,+2.0,NWF008,NWF008_05-05_+2.0.wav
16,11-07,+0.0,NWM055,NWM055_11-07_+0.0.wav
16,07-09,-2.0,NWF135,NWF135_07-09_-2.0.wav
16,14-06,+1.0,NWM082,NWM082_14-06_+1.0.wav
16,34-05,+0.0,NWF143,NWF143_34-05_+0.0.wav
16,34-01,-2.0,NWF140,NWF140_34-01_-2.0.wav
16,16-02,+0.0,NWF002,NWF002_16-02_+0.0.wav
16,19-07,-1.0,NWF135,NWF135_19-07_-1.0.wav
16,36-10,+0.0,NWM079,NWM079_36-10_+0.0.wav
16,40-09,-1.0,NWM007,NWM007_40-09_-1.0.wav
16,19-10,+0.0,NWF136,NWF136_19-10_+0.0.wav
16,53-01,+0.0,NWF008,NWF008_53-01_+0.0.wav
16,68-02,+0.0,NWM005,NWM005_68-02_+0.0.wav
16,45-02,+1.0,NWF143,NWF143_45-02_+1.0.wav
16,52-10,-1.0,NWF004,NWF004_52-10_-1.0.wav
16,67-01,+1.0,NWF008,NWF008_67-01_+1.0.wav
16,67-09,-2.0,NWM002,NWM002_67-09_-2.0.wav
16,18-04,+0.0,NWM002,NWM002_18-04_+0.0.wav
16,67-10,-1.0,NWM004,NWM004_67-10_-1.0.wav
16,15-09,-2.0,NWM085,NWM085_15-09_-2.0.wav
16,56-09,-3.0,NWF136,NWF136_56-09_-3.0.wav
16,51-06,-3.0,NWF002,NWF002_51-06_-3.0.wav
16,22-03,-2.0,NWF142,NWF142_22-03_-2.0.wav
16,34-08,+2.0,NWM055,NWM055_34-08_+2.0.wav
16,34-06,+1.0,NWF144,NWF144_34-06_+1.0.wav
16,18-06,+2.0,NWM005,NWM005_18-06_+2.0.wav
16,30-02,+0.0,NWM001,NWM001_30-02_+0.0.wav
16,19-02,-3.0,NWM007,NWM007_19-02_-3.0.wav
16,58-08,-3.0,NWF144,NWF144_58-08_-3.0.wav
16,56-08,+2.0,NWF135,NWF135_56-08_+2.0.wav
16,33-05,+2.0,NWF137,NWF137_33-05_+2.0.wav
16,46-02,-1.0,NWM077,NWM077_46-02_-1.0.wav
16,56-07,-2.0,NWF004,NWF004_56-07_-2.0.wav
16,04-08,+0.0,NWF003,NWF003_04-08_+0.0.wav
16,23-09,-1.0,NWM079,NWM079_23-09_-1.0.wav
16,28-08,-1.0,NWF009,NWF009_28-08_-1.0.wav
16,31-01,+1.0,NWM086,NWM086_31-01_+1.0.wav
16,71-06,+1.0,NWF140,NWF140_71-06_+1.0.wav
16,04-02,-3.0,NWM085,NWM085_04-02_-3.0.wav
16,60-03,+0.0,NWM077,NWM077_60-03_+0.0.wav
16,65-08,-3.0,NWM086,NWM086_65-08_-3.0.wav
16,59-04,-2.0,NWM055,NWM055_59-04_-2.0.wav
16,16-01,-1.0,NWM086,NWM086_16-01_-1.0.wav
16,72-05,-3.0,NWF143,NWF143_72-05_-3.0.wav
16,15-06,+2.0,NWM083,NWM083_15-06_+2.0.wav
16,56-02,+1.0,NWF133,NWF133_56-02_+1.0.wav
16,55-02,-2.0,NWM004,NWM004_55-02_-2.0.wav
16,30-06,+2.0,NWM004,NWM004_30-06_+2.0.wav
16,01-07,-1.0,NWM081,NWM081_01-07_-1.0.wav
16,44-10,-1.0,NWF140,NWF140_44-10_-1.0.wav
16,25-04,-1.0,NWM085,NWM085_25-04_-1.0.wav
16,57-09,+1.0,NWF142,NWF142_57-09_+1.0.wav
16,25-01,-3.0,NWM083,NWM083_25-01_-3.0.wav
17,34-05,-1.0,NWF135,NWF135_34-05_-1.0.wav
17,27-06,+0.0,NWM081,NWM081_27-06_+0.0.wav
17,17-06,+2.0,NWM084,NWM084_17-06_+2.0.wav
17,40-09,-2.0,NWF008,NWF008_40-09_-2.0.wav
17,65-09,-3.0,NWM081,NWM081_65-09_-3.0.wav
17,23-08,-3.0,NWF142,NWF142_23-08_-3.0.wav
17,34-10,+2.0,NWF139,NWF139_34-10_+2.0.wav
17,06-04,-2.0,NWF002,NWF002_06-04_-2.0.wav
17,18-04,-1.0,NWF002,NWF002_18-04_-1.0.wav
17,20-04,+0.0,NWM004,NWM004_20-04_+0.0.wav
17,22-08,-1.0,NWM079,NWM079_22-08_-1.0.wav
17,22-07,+0.0,NWF137,NWF137_22-07_+0.0.wav
17,24-07,+0.0,NWF144,NWF144_24-07_+0.0.wav
17,49-05,-3.0,NWM055,NWM055_49-05_-3.0.wav
17,23-07,+2.0,NWF140,NWF140_23-07_+2.0.wav
17,32-09,-1.0,NWM001,NWM001_32-09_-1.0.wav
17,71-08,+1.0,NWF133,NWF133_71-08_+1.0.wav
17,02-01,-1.0,NWM055,NWM055_02-01_-1.0.wav
17,18-06,+1.0,NWF004,NWF004_18-06_+1.0.wav
17,40-06,+2.0,NWF003,NWF003_40-06_+2.0.wav
17,12-10,+1.0,NWF140,NWF140_12-10_+1.0.wav
17,67-10,-2.0,NWF003,NWF003_67-10_-2.0.wav
17,13-07,-2.0,NWF143,NWF143_13-07_-2.0.wav
17,66-01,-2.0,NWM082,NWM082_66-01_-2.0.wav
17,30-02,-1.0,NWM086,NWM086_30-02_-1.0.wav
17,45-01,-1.0,NWF133,NWF133_45-01_-1.0.wav
17,67-09,-3.0,NWF002,NWF002_67-09_-3.0.wav
17,15-09,-3.0,NWM079,NWM079_15-09_-3.0.wav
17,59-05,-2.0,NWF137,NWF137_59-05_-2.0.wav
17,42-09,-3.0,NWM005,NWM005_42-09_-3.0.wav
17,24-02,-1.0,NWF143,NWF143_24-02_-1.0.wav
17,33-08,+2.0,NWM005,NWM005_33-08_+2.0.wav
17,70-02,+1.0,NWF009,NWF009_70-02_+1.0.wav
17,07-09,-3.0,NWM001,NWM001_07-09_-3.0.wav
17,05-07,+2.0,NWM085,NWM085_05-07_+2.0.wav
17,10-10,-3.0,NWF135,NWF135_10-10_-3.0.wav
17,34-08,+1.0,NWF137,NWF137_34-08_+1.0.wav
17,46-05,-1.0,NWF140,NWF140_46-05_-1.0.wav
17,60-07,+0.0,NWF140,NWF140_60-07_+0.0.wav
17,18-01,-3.0,NWM085,NWM085_18-01_-3.0.wav
17,67-01,+0.0,NWM084,NWM084_67-01_+0.0.wav
17,22-06,-1.0,NWF136,NWF136_22-06_-1.0.wav
17,48-01,+1.0,NWF143,NWF143_48-01_+1.0.wav
17,31-03,+2.0,NWF004,NWF004_31-03_+2.0.wav
17,05-05,+1.0,NWM084,NWM084_05-05_+1.0.wav
17,22-01,+1.0,NWM005,NWM005_22-01_+1.0.wav
17,25-04,-2.0,NWM079,NWM079_25-04_-2.0.wav
17,16-02,-1.0,NWM081,NWM081_16-02_-1.0.wav
17,04-05,-2.0,NWM081,NWM081_04-05_-2.0.wav
17,62-06,-2.0,NWM055,NWM055_62-06_-2.0.wav
17,65-08,+2.0,NWM080,NWM080_65-08_+2.0.wav
17,68-02,-1.0,NWF004,NWF004_68-02_-1.0.wav
17,28-08,-2.0,NWM085,NWM085_28-08_-2.0.wav
17,36-01,-3.0,NWF140,NWF140_36-01_-3.0.wav
17,57-06,-1.0,NWM007,NWM007_57-06_-1.0.wav
17,65-03,-2.0,NWM084,NWM084_65-03_-2.0.wav
17,41-02,+0.0,NWM001,NWM001_41-02_+0.0.wav
17,08-02,-3.0,NWM077,NWM077_08-02_-3.0.wav
17,60-03,-1.0,NWF139,NWF139_60-03_-1.0.wav
17,06-05,-1.0,NWF003,NWF003_06-05_-1.0.wav
17,56-07,-3.0,NWM083,NWM083_56-07_-3.0.wav
17,47-01,+2.0,NWM082,NWM082_47-01_+2.0.wav
17,17-05,+1.0,NWM083,NWM083_17-05_+1.0.wav
17,60-09,+1.0,NWF142,NWF142_60-09_+1.0.wav
17,31-04,-3.0,NWF008,NWF008_31-04_-3.0.wav
17,58-03,+1.0,NWF135,NWF135_58-03_+1.0.wav
17,06-09,+0.0,NWF004,NWF004_06-09_+0.0.wav
17,27-07,+1.0,NWM082,NWM082_27-07_+1.0.wav
17,45-05,+1.0,NWF136,NWF136_45-05_+1.0.wav
17,71-05,-1.0,NWM005,NWM005_71-05_-1.0.wav
17,59-04,-3.0,NWF137,NWF137_59-04_-3.0.wav
17,57-02,-2.0,NWM005,NWM005_57-02_-2.0.wav
17,31-10,-2.0,NWF009,NWF009_31-10_-2.0.wav
17,19-02,+2.0,NWF008,NWF008_19-02_+2.0.wav
17,37-01,+0.0,NWF143,NWF143_37-01_+0.0.wav
17,30-06,+1.0,NWF003,NWF003_30-06_+1.0.wav
17,70-06,-3.0,NWM002,NWM002_70-06_-3.0.wav
17,14-04,-1.0,NWF144,NWF144_14-04_-1.0.wav
17,24-09,+1.0,NWM055,NWM055_24-09_+1.0.wav
17,16-01,-2.0,NWM080,NWM080_16-01_-2.0.wav
17,13-03,-3.0,NWF143,NWF143_13-03_-3.0.wav
17,16-10,-2.0,NWM078,NWM078_16-10_-2.0.wav
17,07-08,+2.0,NWF009,NWF009_07-08_+2.0.wav
17,17-03,+0.0,NWM082,NWM082_17-03_+0.0.wav
17,33-05,+1.0,NWM004,NWM004_33-05_+1.0.wav
17,06-10,+1.0,NWF008,NWF008_06-10_+1.0.wav
17,34-06,+0.0,NWF136,NWF136_34-06_+0.0.wav
17,57-09,+0.0,NWF133,NWF133_57-09_+0.0.wav
17,10-09,+2.0,NWF133,NWF133_10-09_+2.0.wav
17,71-06,+0.0,NWM007,NWM007_71-06_+0.0.wav
17,58-08,+2.0,NWF136,NWF136_58-08_+2.0.wav
17,22-03,-3.0,NWF133,NWF133_22-03_-3.0.wav
17,50-06,+0.0,NWM079,NWM079_50-06_+0.0.wav
17,55-04,-2.0,NWF004,NWF004_55-04_-2.0.wav
17,19-06,-3.0,NWF009,NWF009_19-06_-3.0.wav
17,52-10,-2.0,NWM083,NWM083_52-10_-2.0.wav
17,40-10,-1.0,NWF009,NWF009_40-10_-1.0.wav
17,05-02,+0.0,NWM083,NWM083_05-02_+0.0.wav
17,22-02,+2.0,NWM007,NWM007_22-02_+2.0.wav
17,39-10,+1.0,NWF002,NWF002_39-10_+1.0.wav
17,02-06,+0.0,NWM077,NWM077_02-06_+0.0.wav
17,15-07,+2.0,NWM078,NWM078_15-07_+2.0.wav
17,45-08,+2.0,NWF137,NWF137_45-08_+2.0.wav
17,67-06,+2.0,NWM086,NWM086_67-06_+2.0.wav
17,61-09,-3.0,NWF144,NWF144_61-09_-3.0.wav
17,04-04,-3.0,NWM080,NWM080_04-04_-3.0.wav
17,23-01,+1.0,NWF139,NWF139_23-01_+1.0.wav
17,11-05,-2.0,NWF136,NWF136_11-05_-2.0.wav
17,19-10,-1.0,NWM002,NWM002_19-10_-1.0.wav
17,34-01,-3.0,NWM007,NWM007_34-01_-3.0.wav
17,45-02,+0.0,NWF135,NWF135_45-02_+0.0.wav
17,55-02,-3.0,NWF003,NWF003_55-02_-3.0.wav
17,23-09,-2.0,NWF142,NWF142_23-09_-2.0.wav
17,18-05,+0.0,NWF003,NWF003_18-05_+0.0.wav
17,68-08,+0.0,NWF008,NWF008_68-08_+0.0.wav
17,64-05,+0.0,NWM078,NWM078_64-05_+0.0.wav
17,14-06,+0.0,NWM055,NWM055_14-06_+0.0.wav
17,13-01,+2.0,NWF142,NWF142_13-01_+2.0.wav
17,12-03,+0.0,NWF139,NWF139_12-03_+0.0.wav
17,53-09,+1.0,NWM086,NWM086_53-09_+1.0.wav
17,47-04,+0.0,NWF142,NWF142_47-04_+0.0.wav
17,56-10,-3.0,NWM004,NWM004_56-10_-3.0.wav
17,72-06,-3.0,NWF136,NWF136_72-06_-3.0.wav
17,39-04,+0.0,NWM086,NWM086_39-04_+0.0.wav
17,66-05,-1.0,NWM083,NWM083_66-05_-1.0.wav
17,25-02,-3.0,NWM078,NWM078_25-02_-3.0.wav
17,27-09,+2.0,NWM083,NWM083_27-09_+2.0.wav
17,48-03,+2.0,NWF144,NWF144_48-03_+2.0.wav
17,11-07,-1.0,NWF137,NWF137_11-07_-1.0.wav
17,04-08,-1.0,NWM082,NWM082_04-08_-1.0.wav
17,72-05,+2.0,NWF135,NWF135_72-05_+2.0.wav
17,38-02,+1.0,NWM081,NWM081_38-02_+1.0.wav
17,50-01,-1.0,NWM078,NWM078_50-01_-1.0.wav
17,56-09,+2.0,NWM002,NWM002_56-09_+2.0.wav
17,25-01,+2.0,NWM077,NWM077_25-01_+2.0.wav
17,08-07,+0.0,NWM005,NWM005_08-07_+0.0.wav
17,40-07,-3.0,NWF004,NWF004_40-07_-3.0.wav
17,01-07,-2.0,NWF144,NWF144_01-07_-2.0.wav
17,15-06,+1.0,NWM077,NWM077_15-06_+1.0.wav
17,53-03,+0.0,NWM085,NWM085_53-03_+0.0.wav
17,70-09,-2.0,NWM004,NWM004_70-09_-2.0.wav
17,06-01,-3.0,NWM086,NWM086_06-01_-3.0.wav
17,22-04,-2.0,NWF135,NWF135_22-04_-2.0.wav
17,46-02,-2.0,NWF139,NWF139_46-02_-2.0.wav
17,55-07,-1.0,NWF008,NWF008_55-07_-1.0.wav
17,63-05,-1.0,NWM077,NWM077_63-05_-1.0.wav
17,34-02,-2.0,NWF133,NWF133_34-02_-2.0.wav
17,36-10,-1.0,NWF142,NWF142_36-10_-1.0.wav
17,55-01,+2.0,NWF002,NWF002_55-01_+2.0.wav
17,07-10,-2.0,NWM002,NWM002_07-10_-2.0.wav
17,10-06,+1.0,NWM007,NWM007_10-06_+1.0.wav
17,49-08,-2.0,NWM077,NWM077_49-08_-2.0.wav
17,60-10,+2.0,NWF143,NWF143_60-10_+2.0.wav
17,67-05,+1.0,NWM085,NWM085_67-05_+1.0.wav
17,37-05,+1.0,NWF144,NWF144_37-05_+1.0.wav
17,18-02,-2.0,NWM086,NWM086_18-02_-2.0.wav
17,37-09,+2.0,NWM055,NWM055_37-09_+2.0.wav
17,03-10,+1.0,NWM078,NWM078_03-10_+1.0.wav
17,19-07,-2.0,NWM001,NWM001_19-07_-2.0.wav
17,30-04,+0.0,NWF002,NWF002_30-04_+0.0.wav
17,33-01,+0.0,NWM002,NWM002_33-01_+0.0.wav
17,52-07,-3.0,NWM082,NWM082_52-07_-3.0.wav
17,41-08,+1.0,NWM002,NWM002_41-08_+1.0.wav
17,28-01,-3.0,NWM084,NWM084_28-01_-3.0.wav
17,70-04,+2.0,NWM001,NWM001_70-04_+2.0.wav
17,56-02,+0.0,NWF009,NWF009_56-02_+0.0.wav
17,44-10,-2.0,NWM007,NWM007_44-10_-2.0.wav
17,51-06,+2.0,NWM081,NWM081_51-06_+2.0.wav
17,51-04,+1.0,NWM080,NWM080_51-04_+1.0.wav
17,64-06,+1.0,NWM079,NWM079_64-06_+1.0.wav
17,36-08,-2.0,NWF140,NWF140_36-08_-2.0.wav
17,56-08,+1.0,NWM001,NWM001_56-08_+1.0.wav
17,39-01,-1.0,NWM085,NWM085_39-01_-1.0.wav
17,26-09,-1.0,NWM080,NWM080_26-09_-1.0.wav
17,31-01,+0.0,NWM080,NWM080_31-01_+0.0.wav
17,53-01,-1.0,NWM084,NWM084_53-01_-1.0.wav
17,04-02,+2.0,NWM079,NWM079_04-02_+2.0.wav
17,45-10,-3.0,NWF139,NWF139_45-10_-3.0.wav
17,41-09,+2.0,NWM004,NWM004_41-09_+2.0.wav
17,08-04,-1.0,NWM004,NWM004_08-04_-1.0.wav
18,06-04,-3.0,NWM081,NWM081_06-04_-3.0.wav
18,08-02,+2.0,NWF139,NWF139_08-02_+2.0.wav
18,30-06,+0.0,NWM082,NWM082_30-06_+0.0.wav
18,39-01,-2.0,NWM079,NWM079_39-01_-2.0.wav
18,55-07,-2.0,NWM084,NWM084_55-07_-2.0.wav
18,56-02,-1.0,NWM085,NWM085_56-02_-1.0.wav
18,56-10,+2.0,NWF003,NWF003_56-10_+2.0.wav
18,20-04,-1.0,NWF003,NWF003_20-04_-1.0.wav
18,40-06,+1.0,NWM082,NWM082_40-06_+1.0.wav
18,64-05,-1.0,NWF140,NWF140_64-05_-1.0.wav
18,04-04,+2.0,NWF143,NWF143_04-04_+2.0.wav
18,17-05,+0.0,NWM077,NWM077_17-05_+0.0.wav
18,33-08,+1.0,NWF004,NWF004_33-08_+1.0.wav
18,64-06,+0.0,NWF142,NWF142_64-06_+0.0.wav
18,70-09,-3.0,NWF003,NWF003_70-09_-3.0.wav
18,34-05,-2.0,NWM001,NWM001_34-05_-2.0.wav
18,04-05,-3.0,NWF144,NWF144_04-05_-3.0.wav
18,05-07,+1.0,NWM079,NWM079_05-07_+1.0.wav
18,60-09,+0.0,NWF133,NWF133_60-09_+0.0.wav
18,49-05,+2.0,NWF137,NWF137_49-05_+2.0.wav
18,34-02,-3.0,NWF009,NWF009_34-02_-3.0.wav
18,22-06,-2.0,NWM002,NWM002_22-06_-2.0.wav
18,15-06,+0.0,NWF139,NWF139_15-06_+0.0.wav
18,51-04,+0.0,NWF143,NWF143_51-04_+0.0.wav
18,34-01,+2.0,NWF008,NWF008_34-01_+2.0.wav
18,22-08,-2.0,NWF142,NWF142_22-08_-2.0.wav
18,40-10,-2.0,NWM085,NWM085_40-10_-2.0.wav
18,24-02,-2.0,NWF135,NWF135_24-02_-2.0.wav
18,18-01,+2.0,NWM079,NWM079_18-01_+2.0.wav
18,39-10,+0.0,NWM081,NWM081_39-10_+0.0.wav
18,06-05,-2.0,NWM082,NWM082_06-05_-2.0.wav
18,32-09,-2.0,NWM086,NWM086_32-09_-2.0.wav
18,67-05,+0.0,NWM079,NWM079_67-05_+0.0.wav
18,58-08,+1.0,NWM002,NWM002_58-08_+1.0.wav
18,31-01,-1.0,NWF143,NWF143_31-01_-1.0.wav
18,70-04,+1.0,NWM086,NWM086_70-04_+1.0.wav
18,50-06,-1.0,NWF142,NWF142_50-06_-1.0.wav
18,66-01,-3.0,NWM055,NWM055_66-01_-3.0.wav
18,13-03,+2.0,NWF135,NWF135_13-03_+2.0.wav
18,60-03,-2.0,NWM005,NWM005_60-03_-2.0.wav
18,02-06,-1.0,NWF139,NWF139_02-06_-1.0.wav
18,23-08,+2.0,NWF133,NWF133_23-08_+2.0.wav
18,28-08,-3.0,NWM079,NWM079_28-08_-3.0.wav
18,03-10,+0.0,NWF140,NWF140_03-10_+0.0.wav
18,33-01,-1.0,NWF002,NWF002_33-01_-1.0.wav
18,18-06,+0.0,NWM083,NWM083_18-06_+0.0.wav
18,31-10,-3.0,NWM085,NWM085_31-10_-3.0.wav
18,37-05,+0.0,NWF136,NWF136_37-05_+0.0.wav
18,30-04,-1.0,NWM081,NWM081_30-04_-1.0.wav
18,53-03,-1.0,NWM079,NWM079_53-03_-1.0.wav
18,14-04,-2.0,NWF136,NWF136_14-04_-2.0.wav
18,72-05,+1.0,NWM001,NWM001_72-05_+1.0.wav
18,28-01,+2.0,NWM078,NWM078_28-01_+2.0.wav
18,11-05,-3.0,NWM002,NWM002_11-05_-3.0.wav
18,48-03,+1.0,NWF136,NWF136_48-03_+1.0.wav
18,50-01,-2.0,NWF140,NWF140_50-01_-2.0.wav
18,57-09,-1.0,NWF009,NWF009_57-09_-1.0.wav
18,46-05,-2.0,NWM007,NWM007_46-05_-2.0.wav
18,63-05,-2.0,NWF139,NWF139_63-05_-2.0.wav
18,37-01,-1.0,NWF135,NWF135_37-01_-1.0.wav
18,12-03,-1.0,NWM005,NWM005_12-03_-1.0.wav
18,47-01,+1.0,NWM055,NWM055_47-01_+1.0.wav
18,12-10,+0.0,NWM007,NWM007_12-10_+0.0.wav
18,08-04,-2.0,NWF003,NWF003_08-04_-2.0.wav
18,47-04,-1.0,NWF133,NWF133_47-04_-1.0.wav
18,07-10,-3.0,NWF002,NWF002_07-10_-3.0.wav
18,24-09,+0.0,NWF137,NWF137_24-09_+0.0.wav
18,02-01,-2.0,NWF137,NWF137_02-01_-2.0.wav
18,55-04,-3.0,NWM083,NWM083_55-04_-3.0.wav
18,65-09,+2.0,NWF144,NWF144_65-09_+2.0.wav
18,55-01,+1.0,NWM081,NWM081_55-01_+1.0.wav
18,22-03,+2.0,NWF009,NWF009_22-03_+2.0.wav
18,45-02,-1.0,NWM001,NWM001_45-02_-1.0.wav
18,10-06,+0.0,NWF008,NWF008_10-06_+0.0.wav
18,65-03,-3.0,NWM078,NWM078_65-03_-3.0.wav
18,08-07,-1.0,NWF004,NWF004_08-07_-1.0.wav
18,68-08,-1.0,NWM084,NWM084_68-08_-1.0.wav
18,51-06,+1.0,NWF144,NWF144_51-06_+1.0.wav
18,17-06,+1.0,NWM078,NWM078_17-06_+1.0.wav
18,13-01,+1.0,NWF133,NWF133_13-01_+1.0.wav
18,41-09,+1.0,NWF003,NWF003_41-09_+1.0.wav
18,36-10,-2.0,NWF133,NWF133_36-10_-2.0.wav
18,18-04,-2.0,NWM081,NWM081_18-04_-2.0.wav
18,31-04,+2.0,NWM084,NWM084_31-04_+2.0.wav
18,04-08,-2.0,NWM055,NWM055_04-08_-2.0.wav
18,53-01,-2.0,NWM078,NWM078_53-01_-2.0.wav
18,36-01,+2.0,NWM007,NWM007_36-01_+2.0.wav
18,62-06,-3.0,NWF137,NWF137_62-06_-3.0.wav
18,48-01,+0.0,NWF135,NWF135_48-01_+0.0.wav
18,49-08,-3.0,NWF139,NWF139_49-08_-3.0.wav
18,45-10,+2.0,NWM005,NWM005_45-10_+2.0.wav
18,06-01,+2.0,NWM080,NWM080_06-01_+2.0.wav
18,59-05,-3.0,NWM004,NWM004_59-05_-3.0.wav
18,65-08,+1.0,NWF143,NWF143_65-08_+1.0.wav
18,19-06,+2.0,NWM085,NWM085_19-06_+2.0.wav
18,44-10,-3.0,NWF008,NWF008_44-10_-3.0.wav
18,15-07,+1.0,NWF140,NWF140_15-07_+1.0.wav
18,01-07,-3.0,NWF136,NWF136_01-07_-3.0.wav
18,61-09,+2.0,NWF136,NWF136_61-09_+2.0.wav
18,22-04,-3.0,NWM001,NWM001_22-04_-3.0.wav
18,39-04,-1.0,NWM080,NWM080_39-04_-1.0.wav
18,56-07,+2.0,NWM077,NWM077_56-07_+2.0.wav
18,10-10,+2.0,NWM001,NWM001_10-10_+2.0.wav
18,41-08,+0.0,NWF002,NWF002_41-08_+0.0.wav
18,58-03,+0.0,NWM001,NWM001_58-03_+0.0.wav
18,40-07,+2.0,NWM083,NWM083_40-07_+2.0.wav
18,19-02,+1.0,NWM084,NWM084_19-02_+1.0.wav
18,23-07,+1.0,NWM007,NWM007_23-07_+1.0.wav
18,31-03,+1.0,NWM083,NWM083_31-03_+1.0.wav
18,06-09,-1.0,NWM083,NWM083_06-09_-1.0.wav
18,60-07,-1.0,NWM007,NWM007_60-07_-1.0.wav
18,67-06,+1.0,NWM080,NWM080_67-06_+1.0.wav
18,22-01,+0.0,NWF004,NWF004_22-01_+0.0.wav
18,33-05,+0.0,NWF003,NWF003_33-05_+0.0.wav
18,36-08,-3.0,NWM007,NWM007_36-08_-3.0.wav
18,45-05,+0.0,NWM002,NWM002_45-05_+0.0.wav
18,27-06,-1.0,NWF144,NWF144_27-06_-1.0.wav
18,45-08,+1.0,NWM004,NWM004_45-08_+1.0.wav
18,53-09,+0.0,NWM080,NWM080_53-09_+0.0.wav
18,18-05,-1.0,NWM082,NWM082_18-05_-1.0.wav
18,72-06,+2.0,NWM002,NWM002_72-06_+2.0.wav
18,05-05,+0.0,NWM078,NWM078_05-05_+0.0.wav
18,57-06,-2.0,NWF008,NWF008_57-06_-2.0.wav
18,60-10,+1.0,NWF135,NWF135_60-10_+1.0.wav
18,52-10,-3.0,NWM077,NWM077_52-10_-3.0.wav
18,16-01,-3.0,NWF143,NWF143_16-01_-3.0.wav
18,23-01,+0.0,NWM005,NWM005_23-01_+0.0.wav
18,13-07,-3.0,NWF135,NWF135_13-07_-3.0.wav
18,25-01,+1.0,NWF139,NWF139_25-01_+1.0.wav
18,14-06,-1.0,NWF137,NWF137_14-06_-1.0.wav
18,67-01,-1.0,NWM078,NWM078_67-01_-1.0.wav
18,70-06,+2.0,NWF002,NWF002_70-06_+2.0.wav
18,07-08,+1.0,NWM085,NWM085_07-08_+1.0.wav
18,71-06,-1.0,NWF008,NWF008_71-06_-1.0.wav
18,19-07,-3.0,NWM086,NWM086_19-07_-3.0.wav
18,11-07,-2.0,NWM004,NWM004_11-07_-2.0.wav
18,16-10,-3.0,NWF140,NWF140_16-10_-3.0.wav
18,05-02,-1.0,NWM077,NWM077_05-02_-1.0.wav
18,07-09,+2.0,NWM086,NWM086_07-09_+2.0.wav
18,55-02,+2.0,NWM082,NWM082_55-02_+2.0.wav
18,70-02,+0.0,NWM085,NWM085_70-02_+0.0.wav
18,18-02,-3.0,NWM080,NWM080_18-02_-3.0.wav
18,52-07,+2.0,NWM055,NWM055_52-07_+2.0.wav
18,06-10,+0.0,NWM084,NWM084_06-10_+0.0.wav
18,22-07,-1.0,NWM004,NWM004_22-07_-1.0.wav
18,27-09,+1.0,NWM077,NWM077_27-09_+1.0.wav
18,15-09,+2.0,NWF142,NWF142_15-09_+2.0.wav
18,34-08,+0.0,NWM004,NWM004_34-08_+0.0.wav
18,30-02,-2.0,NWM080,NWM080_30-02_-2.0.wav
18,68-02,-2.0,NWM083,NWM083_68-02_-2.0.wav
18,71-05,-2.0,NWF004,NWF004_71-05_-2.0.wav
18,34-06,-1.0,NWM002,NWM002_34-06_-1.0.wav
18,38-02,+0.0,NWF144,NWF144_38-02_+0.0.wav
18,10-09,+1.0,NWF009,NWF009_10-09_+1.0.wav
18,27-07,+0.0,NWM055,NWM055_27-07_+0.0.wav
18,22-02,+1.0,NWF008,NWF008_22-02_+1.0.wav
18,25-02,+2.0,NWF140,NWF140_25-02_+2.0.wav
